날짜,평균기온,최고기온,최저기온,강수량(mm),신적설(cm),평균풍속(m/s),평균습도(%),운량(1/10),일조시간(hr),날씨
2022-10-03,21.4,23.4,17.5,76.0,0.0,2.5,99.0,10.0,0.0,흐림/비/천둥번개
2022-10-04,17.8,23.0,14.2,11.8,0.0,3.0,84.0,9.8,0.4,흐림/비/이슬비
2022-10-05,16.6,21.6,14.1,0.1,0.0,2.2,75.0,7.5,4.9,구름많음/비
2022-10-06,15.8,19.1,12.7,0.0,0.0,2.2,77.0,8.9,1.6,흐림/비
2022-10-07,14.3,18.6,11.0,0.0,0.0,2.7,70.0,3.4,7.6,구름조금
2022-10-08,15.8,21.6,11.1,0.0,0.0,2.4,65.0,2.9,9.5,구름조금
2022-10-09,13.1,14.5,10.7,20.4,0.0,2.1,86.0,8.8,0.0,흐림/비
2022-10-10,9.9,11.9,8.2,0.0,0.0,3.7,73.0,7.4,2.3,구름많음/비
2022-10-11,11.1,16.4,7.4,0.0,0.0,2.1,69.0,2.1,10.3,맑음/비
2022-10-12,13.5,20.6,6.5,0.0,0.0,1.9,68.0,0.0,10.6,맑음
2022-10-13,16.3,22.7,10.7,0.0,0.0,1.5,70.0,2.5,10.4,구름조금
2022-10-14,17.1,23.0,12.4,0.0,0.0,1.6,73.0,7.9,4.9,구름많음
2022-10-15,18.2,24.4,12.6,0.0,0.0,1.5,69.0,5.8,8.2,구름많음
2022-10-16,16.9,20.5,15.1,0.0,0.0,1.7,74.0,8.8,0.6,흐림
2022-10-17,11.2,15.1,7.4,0.0,0.0,3.4,50.0,1.4,10.1,맑음
2022-10-18,9.4,14.2,5.0,0.0,0.0,2.3,52.0,0.0,10.2,맑음
2022-10-19,10.5,16.8,4.4,0.0,0.0,1.7,58.0,0.0,10.2,맑음
2022-10-20,12.9,19.7,6.0,0.0,0.0,1.9,64.0,2.1,10.1,맑음
2022-10-21,14.0,20.9,8.8,0.0,0.0,1.8,69.0,4.9,8.8,구름조금/안개
2022-10-22,15.1,20.8,10.5,0.0,0.0,1.9,76.0,4.2,9.3,구름조금/안개
2022-10-23,14.0,18.6,10.4,0.0,0.0,2.7,65.0,2.5,7.7,구름조금/안개
2022-10-24,10.6,14.8,7.5,0.0,0.0,2.7,53.0,0.2,9.9,맑음
2022-10-25,11.3,17.6,5.9,0.0,0.0,2.0,57.0,0.0,9.9,맑음
2022-10-26,12.8,17.8,8.0,0.0,0.0,1.9,58.0,4.9,7.3,구름조금
2022-10-27,13.2,18.9,8.6,0.0,0.0,1.6,72.0,1.4,9.2,맑음
2022-10-28,13.6,20.6,8.2,0.0,0.0,1.7,70.0,1.5,8.3,맑음
2022-10-29,14.8,21.3,10.2,0.0,0.0,1.8,66.0,1.1,9.3,맑음
2022-10-30,14.9,21.3,10.4,0.0,0.0,1.8,65.0,1.1,8.9,맑음
2022-10-31,14.9,21.1,11.2,0.0,0.0,2.1,70.0,4.0,7.6,구름조금/안개
2022-11-01,13.1,17.8,9.4,0.0,0.0,1.7,74.0,3.4,4.7,구름조금/안개
2022-11-02,11.1,17.9,5.5,0.0,0.0,1.8,57.0,0.0,9.6,맑음
2022-11-03,9.2,13.4,5.6,0.0,0.0,2.1,58.0,6.1,0.6,구름많음/비
2022-11-04,4.9,9.8,1.6,0.0,0.0,2.9,42.0,0.1,9.6,맑음
2022-11-05,6.5,13.6,0.8,0.0,0.0,1.7,51.0,0.0,9.7,맑음
2022-11-06,9.6,16.4,3.7,0.0,0.0,1.8,61.0,2.6,9.6,구름조금
2022-11-07,11.4,16.6,6.1,0.0,0.0,1.6,65.0,5.9,4.4,구름많음/비
2022-11-08,12.9,17.9,9.7,0.0,0.0,1.5,68.0,2.5,8.1,구름조금/비/안개
2022-11-09,11.4,16.0,6.7,0.0,0.0,1.5,76.0,6.1,5.3,구름많음/안개
2022-11-10,13.5,19.1,8.8,0.0,0.0,1.2,75.0,1.6,7.9,맑음/안개
2022-11-11,15.6,22.1,10.9,0.0,0.0,1.8,63.0,0.9,8.8,맑음
2022-11-12,16.3,22.0,11.6,57.9,0.0,2.2,80.0,8.1,2.6,구름많음/비
2022-11-13,10.3,17.3,8.7,0.0,0.0,2.6,86.0,8.8,0.0,흐림
2022-11-14,9.7,13.8,5.9,0.0,0.0,2.4,75.0,5.2,4.5,구름조금
2022-11-15,8.1,12.3,4.0,1.6,0.0,2.0,77.0,6.5,2.9,구름많음/비/안개
2022-11-16,8.4,13.0,5.5,0.0,0.0,1.8,71.0,2.0,8.3,맑음/안개
2022-11-17,10.2,16.6,5.4,0.0,0.0,1.6,65.0,1.2,9.1,맑음
2022-11-18,11.0,18.1,5.3,0.0,0.0,1.5,70.0,1.0,9.1,맑음/안개
2022-11-19,12.9,19.2,8.7,0.0,0.0,2.4,56.0,3.1,9.0,구름조금
2022-11-20,13.7,20.2,9.5,0.0,0.0,1.7,58.0,1.8,9.1,맑음
2022-11-21,11.8,16.2,9.3,0.0,0.0,1.6,71.0,3.4,3.1,구름조금/안개
2022-11-22,10.7,13.7,7.0,0.0,0.0,1.9,70.0,8.8,1.6,흐림/비/안개
2022-11-23,10.8,15.2,6.8,0.0,0.0,2.1,56.0,3.2,7.9,구름조금/비
2022-11-24,9.4,14.1,5.9,0.0,0.0,1.4,66.0,3.4,6.5,구름조금/안개
2022-11-25,12.3,17.8,7.1,1.7,0.0,2.9,67.0,5.0,7.6,구름조금/비/안개/천둥번개
2022-11-26,6.7,12.9,1.0,0.0,0.0,3.0,52.0,0.2,8.6,맑음/안개
2022-11-27,5.4,11.5,-1.1,0.0,0.0,2.5,43.0,2.4,7.4,맑음
2022-11-28,12.3,15.0,7.5,19.5,0.0,2.7,66.0,8.4,0.8,구름많음/비
2022-11-29,6.8,15.0,-1.6,3.8,0.0,3.5,67.0,8.8,2.0,흐림/눈/비
2022-11-30,-5.5,-1.6,-8.1,0.0,0.0,4.1,49.0,1.5,9.1,맑음
2022-12-01,-5.4,-1.2,-9.4,0.0,0.0,2.3,43.0,1.5,8.1,맑음
2022-12-02,-2.5,3.0,-7.6,0.0,0.0,1.7,42.0,1.8,9.0,맑음
2022-12-03,2.1,7.0,-0.3,1.1,1.0,2.7,71.0,6.6,2.6,구름많음/눈
2022-12-04,-3.5,-0.2,-5.2,0.0,0.0,2.7,39.0,6.9,1.3,구름많음
2022-12-05,-3.1,1.9,-7.0,0.0,0.0,2.3,42.0,2.9,8.6,구름조금
2022-12-06,0.9,5.3,-3.9,0.1,0.3,2.5,63.0,6.1,4.8,구름많음/눈
2022-12-07,4.9,9.0,1.2,0.1,0.0,2.6,60.0,1.8,7.8,맑음/눈/비/진눈개비
2022-12-08,3.7,9.1,0.1,0.0,0.0,1.4,58.0,1.0,9.0,맑음
2022-12-09,4.5,10.2,0.9,0.0,0.0,2.0,61.0,3.4,4.9,구름조금/비
2022-12-10,2.6,6.7,-0.6,0.0,0.0,1.4,47.0,6.1,3.6,구름많음
2022-12-11,1.6,6.8,-1.5,0.0,0.0,1.6,53.0,0.9,8.9,맑음
2022-12-12,2.0,6.3,-2.0,5.4,0.0,1.7,73.0,7.5,2.3,구름많음/비/안개
2022-12-13,0.0,3.1,-6.4,0.6,0.8,3.6,71.0,6.6,1.7,구름많음/눈/황사
2022-12-14,-8.4,-4.9,-11.0,0.0,0.0,3.1,50.0,1.4,8.9,맑음
2022-12-15,-4.5,-1.3,-8.5,2.4,4.4,2.5,79.0,7.2,0.0,구름많음/눈/안개
2022-12-16,-6.3,-2.2,-9.6,0.0,0.0,2.1,57.0,4.5,8.2,구름조금
2022-12-17,-7.0,-3.2,-9.8,0.2,0.3,2.7,52.0,2.2,7.4,맑음/눈
2022-12-18,-9.5,-5.6,-12.4,0.0,0.0,2.4,47.0,0.0,9.0,맑음
2022-12-19,-7.0,-2.5,-12.0,0.0,0.0,1.7,56.0,2.1,6.5,맑음
2022-12-20,-3.2,2.9,-9.5,0.0,0.0,2.3,56.0,4.9,7.7,구름조금
2022-12-21,-0.1,2.6,-2.6,3.6,3.5,2.7,82.0,8.5,0.0,흐림/눈/안개/진눈개비
2022-12-22,-7.8,-2.6,-11.3,0.0,0.0,4.6,61.0,2.1,7.4,맑음
2022-12-23,-11.8,-8.6,-13.7,0.0,0.0,4.3,61.0,2.0,8.4,맑음
2022-12-24,-8.4,-2.0,-13.5,0.0,0.0,1.7,55.0,0.6,8.9,맑음
2022-12-25,-5.4,0.2,-9.6,0.0,0.0,1.8,67.0,0.1,9.0,맑음
2022-12-26,-4.0,1.7,-7.9,0.0,0.0,1.3,68.0,1.4,7.6,맑음
2022-12-27,-2.6,3.3,-7.3,0.0,0.0,1.8,70.0,0.1,8.8,맑음
2022-12-28,-3.3,0.1,-6.0,0.1,0.4,2.5,58.0,3.2,8.7,구름조금/눈
2022-12-29,-2.9,2.1,-7.8,0.0,0.0,1.7,56.0,3.2,9.0,구름조금/눈
2022-12-30,-1.8,2.3,-4.4,0.0,0.0,1.9,66.0,1.4,7.9,맑음/눈/안개
2022-12-31,-1.2,2.1,-5.1,0.0,0.0,1.4,66.0,7.4,1.1,구름많음/눈
